NAME ,YEAR ,MONTH ,DAY,PERIOD,1,2,3,4,5,6,7,8,9,10
Piedrasdeafilar_Sim,2019,1,1,1,7,7,7,7,7,7,7,7,7,7
Piedrasdeafilar_Sim,2019,1,1,2,6.930421896,6.366553394,6.775032076,7.823499237,7.229957787,7.298487,3.355722369,7.36751314,7.615675787,4.481595473
Piedrasdeafilar_Sim,2019,1,1,3,8.303995516,4.483871247,3.383996625,7.336125446,7.864939119,5.879304084,4.525008763,7.592178753,6.835050018,4.774990292
Piedrasdeafilar_Sim,2019,1,1,4,6.911693987,9.255959419,4.907451702,6.59759927,4.802603215,3.718380816,5.134967899,5.93867736,8.105655304,5.710658993
Piedrasdeafilar_Sim,2019,1,1,5,6.607422794,6.494302946,5.512473183,3.87666319,6.613095012,3.504313477,5.714099954,8.794044073,5.130867481,6.581117301
Piedrasdeafilar_Sim,2019,1,1,6,6.30762619,6.76729673,6.538100123,2.966696876,6.847786705,3.771982091,4.56,10.93809254,5.966759604,6.063667358
Piedrasdeafilar_Sim,2019,1,1,7,5.387082817,4.56425559,7.449478109,5.502836576,6.833089619,3.4264372,7.161574336,14.75143854,4.181371746,5.97336428
Piedrasdeafilar_Sim,2019,1,1,8,7.82532527,3.924220231,4.383435883,3.196494374,8.330729237,2.13061835,7.745239311,13.79767194,6.172887389,7.654938508
Piedrasdeafilar_Sim,2019,1,1,9,5.664685528,2.8685351,5.087602459,0.608986319,6.726732533,3.585689762,6.697714285,10.28596306,6.018562484,4.550305987
Piedrasdeafilar_Sim,2019,1,1,10,6.01598852,3.662169971,4.178752625,0.664911066,6.02,3.47750079,7.271888,9.049833843,7.592881742,4.46423213
Piedrasdeafilar_Sim,2019,1,1,11,8.116782164,6.627769616,6.550360632,1.922849138,7.021578878,2.547893093,7.133288319,7.767954584,3.602652843,2.569836814
Piedrasdeafilar_Sim,2019,1,1,12,7.140099522,6.670361998,6.771299471,1.983601279,5.789864174,2.829906428,7.778873962,8.59624986,4.95985578,1.473035064
Piedrasdeafilar_Sim,2019,1,1,13,6.622970644,4.741354739,7.56232706,1.931113469,5.169593959,2.199047143,7.928324178,5.620563473,7.918897151,1.488932398
Piedrasdeafilar_Sim,2019,1,1,14,5.983564348,6.111495922,8.626270889,2.876898295,7.199908413,2.909025559,6.657799648,8.47524049,7.25884035,2.320321109
Piedrasdeafilar_Sim,2019,1,1,15,4.369401544,6.277609281,10.60314899,3.026860071,7.71857034,5.13060907,5.854908603,5.15461456,9.145536867,2.205917484
Piedrasdeafilar_Sim,2019,1,1,16,5.814377002,7.193460133,11.10383349,3.623612499,4.99,5.288213355,7.922559313,5.418958308,7.990609352,2.69239477
Piedrasdeafilar_Sim,2019,1,1,17,4.977123049,5.928581918,11.02223541,3.589614972,6.504609606,5.796454441,6.663589238,4.744837585,7.952146371,3.464992517
Piedrasdeafilar_Sim,2019,1,1,18,2.41165319,5.211698609,11.01934543,2.487312345,6.702257981,6.129705224,5.488449661,6.305985218,7.362000867,2.961003069
Piedrasdeafilar_Sim,2019,1,1,19,0.38450597,5.233779192,10.66190516,2.985657226,6.59210872,6.631628846,5.473592331,6.571597088,8.263812695,3.980930561
Piedrasdeafilar_Sim,2019,1,1,20,1.485843385,5.504984416,10.28972369,3.171149935,4.858458739,5.899697535,4.916014092,5.162939199,8.764933092,4.697348467
Piedrasdeafilar_Sim,2019,1,1,21,2.831344278,3.431515365,10.60691239,5.006625276,7.236442079,6.88180941,7.831231794,7.331506068,8.893469083,8.744648128
Piedrasdeafilar_Sim,2019,1,1,22,3.117114581,3.859549814,10.97536296,4.482887814,7.941053435,5.488555791,7.058730888,8.310772998,7.84184087,8.169372359
Piedrasdeafilar_Sim,2019,1,1,23,4.517195125,3.146031441,10.26627375,4.209041674,6.650277255,5.823277155,5.285769973,8.877564242,7.835353016,3.677556138
Piedrasdeafilar_Sim,2019,1,1,24,7.422507505,4.166713817,10.14814787,6.726118129,7.723234023,6.019210636,7.955317202,10.23871834,8.862722429,3.542968084
Piedrasdeafilar_Sim,2019,1,2,1,6.089943808,4.777350335,10.8362912,8.01,9.91193384,5.347337275,8.01,10.80120812,9.569013049,6.33
Piedrasdeafilar_Sim,2019,1,2,2,6.093922688,6.453443139,10.41925418,4.211904273,10.34736852,5.751736955,6.796242949,8.304734681,7.246062737,7.241606463
Piedrasdeafilar_Sim,2019,1,2,3,4.040537754,7.62381683,10.30254525,6.540242497,10.31512424,6.690788082,7.98148241,9.06955609,5.554511291,5.168816265
Piedrasdeafilar_Sim,2019,1,2,4,3.829179948,7.818719425,9.845495346,4.009712078,10.89809549,3.243828304,8.983779286,9.369747192,7.387811932,7.286576648
Piedrasdeafilar_Sim,2019,1,2,5,5.474281363,7.502949843,8.17482619,6.222199412,8.812656036,1.057320763,8.046230692,9.279782141,3.278554378,6.537188512
Piedrasdeafilar_Sim,2019,1,2,6,5.224004216,6.553166585,7.505887828,3.270646645,7.944712725,1.782337547,9.93531977,8.900882568,5.772526187,4.56
Piedrasdeafilar_Sim,2019,1,2,7,3.403789183,5.048975795,8.45627206,3.756895646,8.568019421,4.796928217,9.055840012,8.352877003,6.409832427,3.279076827
Piedrasdeafilar_Sim,2019,1,2,8,3.458049316,5.453107045,3.4681399,3.056858445,11.19641772,4.193337675,7.623694206,6.003753067,5.229326865,2.647528482
Piedrasdeafilar_Sim,2019,1,2,9,4.207985205,6.040974829,5.628982974,4.415539046,9.323206631,3.634370755,5.960708755,7.720630414,3.956421915,1.39866025
Piedrasdeafilar_Sim,2019,1,2,10,3.48103381,5.824884739,5.202013832,4.62,10.07917436,4.724416128,4.624073809,5.68378062,5.465204927,2.355303908
Piedrasdeafilar_Sim,2019,1,2,11,2.387040093,4.954755109,5.722152942,5.217615208,7.717224323,4.205814723,5.336968745,6.260547857,3.473121795,2.435796658
Piedrasdeafilar_Sim,2019,1,2,12,2.949766731,2.751867253,5.664266317,3.072812457,6.633977285,5.616708339,5.620243274,5.837330569,2.07723452,4.766768034
Piedrasdeafilar_Sim,2019,1,2,13,3.419447528,3.704856693,4.100491558,3.986592892,5.026895434,8.239262615,7.600338419,6.029133181,1.450603571,3.297818017
Piedrasdeafilar_Sim,2019,1,2,14,3.533109917,3.667408032,3.4240644,3.700743573,6.320144022,5.728680185,2.300245755,7.433169094,2.973031512,4.977005385
Piedrasdeafilar_Sim,2019,1,2,15,3.92950158,4.649794477,4.589942,0.921624815,9.157765542,5.075507372,2.550886673,7.768716953,3.324281009,4.76793846
Piedrasdeafilar_Sim,2019,1,2,16,3.967113327,5.782151035,4.717296089,0.776352033,5.518145719,7.045209343,2.861016048,10.87810556,4.171999905,3.043089522
Piedrasdeafilar_Sim,2019,1,2,17,3.529414931,4.711517508,4.193784414,0.698838265,6.457628733,5.719406327,5.226796595,9.229346478,5.057430208,2.776300098
